-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0
-500.0,-500.0,-500.0,-301.61464414596776,-99.89680936275904,-98.28254263396146,-96.58327351220427,-92.36687281553007,-89.97888084444745,-86.57827542867085,-85.2590014486249,-80.79299549083176,-174.8213173077381,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0
-500.0,-500.0,-300.4251033545003,-99.58100517987302,-46.39319107730565,-44.53548936050326,-42.05759215537148,-37.54528428583338,-34.92628858598328,-31.44897051002958,-29.04893550612165,-23.831111253500026,-19.03466034970788,-66.65307141599116,-61.0584521264386,-56.43674160960502,-51.3512043050066,-47.86999659555115,-40.58390009869678,-37.20600593171445,-37.68024885121938,-25.78198577413036,-17.39602991214086,-11.140507117404354,-15.48693251022839,-23.213067179212135,-31.532636400746746,-38.2753723032621,-17.954093805676766,-12.01481823843603,-5.32106642969006,5.053541441032695,12.078216796705055,22.628280097455466,11.163584383452976,6.656677187209585,-3.0911018055946755,-107.10858528916742,-461.59553879705834,-500.0
-500.0,-500.0,-99.91225641522409,-46.373559222221395,-43.11679776473305,-41.06138706906612,-37.86686236408517,-33.82028666059752,-30.93642923351614,-26.866921631947566,-23.62240151350254,-19.048550081852195,-14.030488516155996,-10.401136358864237,-4.842426777350218,0.11589838658291068,5.26659114723552,10.72007041212691,16.91066102986762,21.376689474855795,25.587009729098344,33.572852025758316,42.067701849292106,49.016507131515155,43.640582130242464,35.29667829677367,28.83392542779346,21.023030915717975,40.45373558276348,48.06229124159222,57.2835946217183,66.38588940494093,74.76802200859328,85.90140910778936,72.22941649655115,67.20845430008262,59.0824722861658,-0.2259519349777075,-110.47022639978431,-500.0
-500.0,-500.0,-98.62397098123913,-43.52758066747989,-39.883766672705214,-37.44948538012601,-34.1385191416278,-30.020817852695686,-26.585485406773877,-22.236841371881123,-20.48544226510779,-14.427658321714075,-9.180290703059821,-4.350078206229409,0.6986922279892647,6.000095655806311,11.57916213194424,17.451761796429576,23.633435513030395,29.80641119857479,34.757287267336054,41.63029779274494,51.157937204321854,59.69405981030881,51.74038765083469,43.646220842084226,36.4368944423633,28.6458533063003,48.68591245530115,57.174104813806174,67.21055109460896,76.79373646138845,86.33060040020823,96.16421325646732,85.80970319474531,76.89323879604292,68.06004516960917,58.525752254210886,-3.9593038873634763,-500.0
-500.0,-500.0,-96.19427707229843,-40.90768758884674,-36.605429529446795,-33.482656551552225,-31.78018277082974,-26.134274454931486,-23.288170477520318,-18.003615513084355,-24.04695632378941,-22.505275141957092,-14.615042983519075,-10.87478179303271,-5.656723830963572,0.47729693285452285,15.192435642183911,23.42290558290326,30.14045856318264,36.989956387954834,43.17873275386628,51.50234596623535,41.838678164148824,68.18766504618655,59.771200990620805,51.74608024041984,44.0457477154362,45.906211707154725,57.255699837776234,67.02441300735197,76.47680546691498,86.19363859467907,95.61777948816625,106.49040928648732,96.16587460227763,86.35714982308076,77.00917524929972,66.85714410465219,6.495639436217601,-500.0
-500.0,-500.0,-91.99284776844864,-37.47281187547176,-33.2089359089737,-29.731351788640392,-26.907086450311787,-22.121355984473027,-19.59899679487051,-13.664516704851259,-18.675994872789733,-24.45422858425086,-73.87684538457597,-67.39899066985912,-63.378904706987626,-55.57649107621648,15.355040265320866,27.38577965622025,36.508409077416104,44.19995409334546,50.153052499989926,59.70472582703506,68.18291002742909,77.03970781249313,68.18734888270009,59.772972973053335,48.36734638853493,38.6947827464843,59.037444597127106,72.61800725391075,84.52530427731548,96.12848734186962,103.97695891258864,117.35832556919672,106.45425017323616,95.7876958461621,85.10982684167257,74.51774458927201,13.945163617659865,-500.0
-500.0,-500.0,-88.59719441218122,-34.03149250473337,-29.680392532268762,-25.976266520025767,-22.118833031009196,-17.983700283473038,-13.752424451731015,-9.118114654652237,-14.518410553226744,-71.35940488774855,-500.0,-500.0,-500.0,-500.0,-124.31465178402307,35.47292701072362,44.18938569245393,51.789425361464986,59.670674910717395,67.19497607729637,77.03969044854344,86.35759438489599,77.03970679853732,67.80032455643419,55.94431635821055,44.1746771895841,72.7469335112718,83.92381579874335,95.58951126634554,106.48905660264373,117.358273568928,128.79823744127197,116.97366763706819,105.00720216302113,93.28220602820808,82.1273378440397,19.257032874887102,-500.0
-500.0,-500.0,-86.13127754051544,-31.402079331514507,-27.364326297371512,-22.080124698922965,-17.97905341469858,-13.662160854722634,-9.118064050523625,-4.334804263498636,-9.945050671228897,-66.71633742831887,-500.0,-500.0,-500.0,-500.0,-500.0,-7.3693434992721825,51.55276744625773,59.77834248575353,68.18772893237218,77.03971466565494,86.35759438489995,96.16588882621049,86.31722363292761,74.33648164145,61.56819738924064,56.17026883801722,77.14388230938093,91.21496443700595,103.26155147683785,116.10310935845938,128.2690447577374,140.84024993818105,128.74247264812178,110.01738026810554,104.16632498101488,92.04681887585488,30.067453887357143,-500.0
-500.0,-500.0,-84.71817509591655,-28.66349929868779,-23.689317665820333,-18.509880604846757,-14.02233042607851,-9.328700080166897,-4.347172691518309,0.7002060384226201,5.963479387115178,-52.693062193545146,-500.0,-500.0,-500.0,-500.0,-114.01317554183746,47.712155474974345,52.65630902904449,65.58641320775095,75.90799742248359,86.21296643008093,96.16213948150806,106.4904092907479,96.1652796673948,86.22010669232272,76.05173872634651,65.99801785607211,92.35922514164876,104.90565391420068,116.51280690805463,128.6076784483533,140.79145369738572,153.5160525665064,140.52218461757462,125.30714747507172,116.07171067675411,101.91857677190264,36.60060556943058,-500.0
