31.16,26.56,544.7923121971107
24.57,13.39,691.6355389526274
20.38,4.8,425.18732780022486
36.08,10.53,373.98140678197524
22.64,2.39,350.282225716747
19.35,25.72,777.1588175709977
29.99,30.06,481.92505272813935
36.33,15.38,425.18714214015915
37.09,25.83,398.9279337193974
10.91,16.2,578.728415088728
24.82,14.43,652.053796004566
34.93,36.2,306.3797056995441
29.79,13.61,578.728761602073
3.73,30.77,350.28251610989275
19.94,30.95,544.7923480534755
17.68,18.61,871.921147548278
29.66,5.59,373.9815878914194
24.39,15.46,691.6357406896052
15.08,3.2,425.1873386642206
28.76,36.6,373.9815897000125
36.69,18.61,398.92785559920196
12.24,22.84,652.0540260843495
13.69,10.39,578.7285116548909
7.15,29.29,425.18719071105915
23.44,33.63,452.8285645769183
7.77,21.56,544.7922505065044
18.83,13.48,691.635769486712
12.97,13.61,614.4512896118018
25.71,33.63,425.1872860924306
6.98,20.84,512.5526568792965
10.04,17.51,578.7283843050456
8.57,27.71,481.9249965292207
4.88,37.29,230.99891505723994
7.73,26.96,512.5527270780077
16.33,6.55,512.5527190442477
14.91,33.62,373.9813672062695
4.56,8.58,398.92779426368315
7.02,19.0,544.7922390826637
5.15,13.92,373.981414621375
35.66,19.26,425.1873026642796
33.46,30.64,425.187351932754
8.83,29.8,452.82877940807685
25.94,15.29,691.6358506803947
9.91,36.62,306.3799264212784
36.3,23.04,398.9278768600266
2.77,30.72,373.98152522818947
30.51,16.22,544.7922332166521
17.1,19.03,871.9211464392173
32.63,17.02,481.92503660624413
32.92,21.53,449.7051294493854
7.78,28.01,481.9250210372504
5.34,4.76,327.7683408033826
15.14,37.94,344.38941993542556
37.19,26.79,373.9814587170509
34.21,19.22,452.82879674022524
32.11,37.24,327.7682345607634
25.36,6.56,398.92796978223805
8.05,3.23,327.76822833073095
4.66,24.79,398.92790092091576
34.4,20.69,425.1872956333232
11.92,22.47,652.0538661244639
18.94,31.11,544.7922610399305
22.99,34.36,481.9250175457556
25.38,13.84,652.0539020774141
5.42,7.26,398.92797903227256
27.37,28.58,544.7923044209399
5.78,10.3,425.1873324341898
15.41,20.77,823.325085196324
26.56,31.12,481.92489006831073
32.7,10.57,452.8287717614673
25.88,32.85,452.8288310606222
34.24,7.73,373.9814984048472
26.28,26.78,614.4513485965952
2.3,19.09,398.9276922982583
6.63,33.83,306.3798146325414
29.47,34.59,373.9815675715381
30.24,30.9,425.18724516083756
7.15,18.11,512.552552840708
5.09,26.6,452.828839355787
24.73,17.06,777.1588373189973
7.49,31.91,343.7134288107155
29.25,23.74,614.4512086569046
35.21,32.25,350.28246332634336
20.8,7.06,481.9249900580172
8.94,5.41,373.98161716099656
14.14,31.86,398.9279438015262
21.16,28.84,614.4513481670556
